permalink,wineryname,wineryowner,permitnumber,street,city,state,zipcode,county,lat,lng
/KY/boone/VERONA/SCHOOLYARD-WINERY/,SCHOOLYARD WINERY,VERONA WINERY LLC,KY-W-21014,14923 WALTON VERONA RD,VERONA,KY,41092,boone,38.81932,-84.657171
/KY/Warren/SMITHS-GROVE/BLUEGRASS-VINEYARD/,BLUEGRASS VINEYARD,BLUEGRASS VINEYARD LLC,KY-W-21015,4956 SMITHS GROVE SCOTTSVILLE RD,SMITHS GROVE,KY,42171,Warren,37.025564,-86.214457
/KY/Henderson/HENDERSON/FARMER-AND-A-FRENCHMAN-LLC/,FARMER AND A FRENCHMAN LLC,FARMER AND A FRENCHMAN LLC,KY-W-21016,12522 US HWY 41 S,HENDERSON,KY,42420,Henderson,37.725317,-87.654951
/KY//LEXINGTON/SILVER-SPRINGS-FARM-EQWINE-&-VINEYARD-LLC/,SILVER SPRINGS FARM EQWINE & VINEYARD LLC,SILVER SPRINGS FARM EQWINE & VINEYARD LLC,KY-W-21017,3710 LEESTOWN RD,LEXINGTON,KY,40511,,38.104386,-84.575989
/KY/BRACKEN/AUGUSTA/RIVER-HORSE-INC/,RIVER HORSE INC.,RIVER HORSE INC.,KY-W-21018,4465 AUGUSTA-CHATHAM,AUGUSTA,KY,41002,BRACKEN,38.761924,-84.000557
/KY/Gallatin/GHENT/EAGLE-CREEK-VINEYARD-LLC/,EAGLE CREEK VINEYARD LLC,EAGLE CREEK VINEYARD LLC,KY-W-21019,999 FURNISH RD,GHENT,KY,41045,Gallatin,38.719197,-84.975663
/KY/Jefferson/LOUISVILLE/BROAD-RUN-WINERY-&-VINEYARDS/,BROAD RUN WINERY & VINEYARDS,BANNERMAN BREWING LLC,KY-W-21020,10601 BROAD RUN RD,LOUISVILLE,KY,40299,Jefferson,38.10043,-85.515844
/KY/Shelby/SHELBYVILLE/TALON-WINERY/,TALON WINERY,TALON INC,KY-W-21021,400 GORDON LN,SHELBYVILLE,KY,40065,Shelby,38.18997,-85.272577
/KY/Madison/RICHMOND/CHENAULT-VINEYARD/,CHENAULT VINEYARD,CHENAULT VINEYARD LLC,KY-W-21022,2284 BARNES MILL RD,RICHMOND,KY,40475,Madison,37.710184,-84.401836
/KY/CARROLL/CARROLLTON/RIVER-VALLEY-WINERY/,RIVER VALLEY WINERY,RIVER VALLEY WINERY INC.,KY-W-32,1279 MOUND HILL RD,CARROLLTON,KY,41008,CARROLL,38.667271,-85.205643
/KY/JEFFERSON/LOUISVILLE/BROWN--FORMAN/,BROWN -FORMAN,BROWN-FORMAN CORPORATION,KY-W-35,1908 HOWARD ST,LOUISVILLE,KY,40210,JEFFERSON,38.245098,-85.783674
/KY/BOONE/CRITTENDEN/BARKERS-BLACKBERRY-HILL/,BARKER'S BLACKBERRY HILL,JIMMY ARTHUR BARKER,KY-W-37,16629 MOUNT ZION VERONA RD,CRITTENDEN,KY,41030,BOONE,38.782079,-84.661395
/KY/DAVIESS/OWENSBORO/SAZERAC-NORTH-AMERICA-INC/,SAZERAC NORTH AMERICA INC.,SAZERAC NORTH AMERICA INC.,KY-W-38,2001 HIGHWAY 60 E,OWENSBORO,KY,42303,DAVIESS,37.775183,-87.165648
/KY/CHRISTIAN/HOPKINSVILLE/BRAVARD-VINEYARDS-AND-WINERY/,BRAVARD VINEYARDS AND WINERY,JAMES W BRAVARD JR. & JANET G. BRAVARD,KY-W-39,15000 OVERTON RD,HOPKINSVILLE,KY,42240,CHRISTIAN,37.025808,-87.320567
/KY/NELSON/BLOOMFIELD/SPRINGHILL-WINERY/,SPRINGHILL WINERY,SPRINGHILL VINEYARDS INC.,KY-W-41,3205 SPRINGFIELD RD,BLOOMFIELD,KY,40008,NELSON,37.869957,-85.301122
/KY/NELSON/BARDSTOWN/HEAVEN-HILL/,HEAVEN HILL,HEAVEN HILL DISTILLERIES INC.,KY-W-42,1064 LORETTO RD,BARDSTOWN,KY,40004,NELSON,37.794975,-85.464127
/KY/LETCHER/SECO/HIGHLANDS-WINERY/,HIGHLANDS WINERY,HIGHLAND WINERY INC.,KY-W-47,193B SECO DR,SECO,KY,41849,LETCHER,37.17233,-82.732688
/KY/JESSAMINE/NICHOLASVILLE/CHRISMAN-MILL-VINEYARDS/,CHRISMAN MILL VINEYARDS,CHRISMAN MILL VINEYARDS INC.,KY-W-48,2385 CHRISMAN MILL RD,NICHOLASVILLE,KY,40356,JESSAMINE,37.839464,-84.504538
/KY/WOODFORD/MIDWAY/EQUUS-RUN-VINEYARDS/,EQUUS RUN VINEYARDS,KY VINE LLC,KY-W-50,1280 MOORES MILL RD,MIDWAY,KY,40347,WOODFORD,38.158496,-84.644716
/KY/WOODFORD/VERSAILLES/CASTLE-HILL-FARM/,CASTLE HILL FARM,CASTLE HILL FARM INC.,KY-W-53,3650 LEXINGTON RD,VERSAILLES,KY,40383,WOODFORD,38.044739,-84.663725
/KY/JEFFERSON/LOUISVILLE/IN-TOWN-WINERY-LLC/,IN TOWN WINERY LLC,IN TOWN WINERY LLC,KY-W-56,120 S 10TH ST,LOUISVILLE,KY,40202,JEFFERSON,38.256831,-85.766877
/KY/HENRY/NEW-CASTLE/SMITH---BERRY-VINEYARD-&-WINERY-INC/,SMITH - BERRY VINEYARD & WINERY INC,SMITH - BERRY VINEYARD & WINERY INC,KY-W-58,855 DRENNON RD,NEW CASTLE,KY,40050,HENRY,38.444473,-85.154437
/KY/BOYLE/DANVILLE/CHATEAU-DU-VIEUX-CORBEAU/,CHATEAU DU VIEUX CORBEAU,THE ELEMENTS ENTERPRISES LLC,KY-W-59,471 STANFORD AVE,DANVILLE,KY,40422,BOYLE,37.641272,-84.76161
/KY/WASHINGTON/SPRINGFIELD/ROLLING-HILLS-VINEYARD-LLC/,ROLLING HILLS VINEYARD LLC,ROLLING HILLS VINEYARD LLC,KY-W-60,2384 KELLY SHOP RD,SPRINGFIELD,KY,40069,WASHINGTON,37.747525,-85.176345
/KY/FAYETTE/LEXINGTON/TALON-WINERY/,TALON WINERY,TALON INC,KY-W-61,7086 TATES CREEK RD,LEXINGTON,KY,40515,FAYETTE,37.909706,-84.445124
/KY/PULASKI/SOMERSET/CEDAR-CREEK-VINEYARDS/,CEDAR CREEK VINEYARDS,CEDAR CREEK VINEYARDS LLC,KY-W-62,294 CEDAR CREEK LANE,SOMERSET,KY,42501,PULASKI,37.129293,-84.453847
/KY/JEFFERSON/LOUISVILLE/FELICE-VINEYARDS/,FELICE VINEYARDS,FELICE VINEYARDS LLC,KY-W-63,829 E MARKET ST,LOUISVILLE,KY,40206,JEFFERSON,38.253446,-85.736624
/KY/MADISON/RICHMOND/ACRES-OF-LAND-WINERY/,ACRES OF LAND WINERY,ACRES OF LAND WINERY INC.,KY-W-65,2285 BARNES MILL RD,RICHMOND,KY,40475,MADISON,37.714344,-84.409113
/KY/ROWAN/MOREHEAD/CCC-TRAIL-VINEYARD-INC/,CCC TRAIL VINEYARD INC.,CCC TRAIL VINEYARD INC.,KY-W-66,3939 CCC TRL,MOREHEAD,KY,40351,ROWAN,38.159723,-83.325722
/KY/WASHINGTON/WILLISBURG/HORSESHOE-BEND-VINEYARDS-LLC/,HORSESHOE BEND VINEYARDS LLC,HORSESHOE BEND VINEYARDS LLC,KY-W-67,1187 LAWSON LN,WILLISBURG,KY,40078,WASHINGTON,37.834512,-85.11815
/KY/WARREN/BOWLING-GREEN/THREE-SPRINGS-BOTTLING-COMPANY-LLC/,THREE SPRINGS BOTTLING COMPANY LLC,THREE SPRINGS BOTTLING COMPANY LLC,KY-WS-15000,201 CAMPING WORLD COURT,BOWLING GREEN,KY,42103,WARREN,36.931732,-86.421625
/LA/SAINT-JAMES/VACHERIE/BECNEL-PLANTATION-LLC/,BECNEL PLANTATION LLC,BECNEL PLANTATION LLC,LA-W-15000,1253 SAINT PATRICK DR,VACHERIE,LA,70090,SAINT JAMES,30.026255,-90.696063
/LA/OUACHITA/WEST-MONROE/LANDRY-VINEYARDS/,LANDRY VINEYARDS,LANDRY VINEYARDS LLC,LA-W-15001,5699 NEW NATCHITOCHES RD,WEST MONROE,LA,71292,OUACHITA,32.461144,-92.281505
/LA/JEFFERSON/HARAHAN/BIG-EASY-BLENDS/,BIG EASY BLENDS,BIG EASY BLENDS L.L.C.,LA-W-15003,5635 POWELL ST,HARAHAN,LA,70123,JEFFERSON,29.960299,-90.193734
/LA/CADDO/SHREVEPORT/ON-CLOUD-WINE/,ON CLOUD WINE,ON CLOUD WINE L.L.C.,LA-W-15005,6936 BUNCOMBE RD,SHREVEPORT,LA,71129,CADDO,32.40695,-93.896643
/LA/CALCASIEU/SULPHUR/PANTANO-LLC/,PANTANO L.L.C.,PANTANO L.L.C.,LA-W-15006,1813 OWENS ST,SULPHUR,LA,70663,CALCASIEU,30.222572,-93.381315
/LA/SAINT-TAMMANY/BUSH/LA-SERENDIPITY-VINEYARDS/,LA SERENDIPITY VINEYARDS,ERNEST J. LANGLINAIS & JANIS BERNSTEIN LANGLINAIS,LA-W-15007,82178 HIGHWAY 1082,BUSH,LA,70431,SAINT TAMMANY,30.626833,-90.016228
/LA/USA/PORT-ALLEN/DURR-&-COLLINS/,DURR & COLLINS,DURR & COLLINS L.L.C.,LA-W-21001,1913 WESTSHORE AVE,PORT ALLEN,LA,70767,USA,30.414153,-91.220572
/LA/Ascension-Parish/GONZALES/DUBOIS-WINERY-LLC/,DUBOIS WINERY LLC,DUBOIS WINERY LLC,LA-W-21002,417 E ASCENSION ST,GONZALES,LA,70737,Ascension Parish,30.238025,-90.917183
/LA/St.-Tammany/COVINGTON/BROCELIANDE/,BROCELIANDE,BROCELIANDE VINEYARD L.L.C.,LA-W-21003,12375 ARC RD,COVINGTON,LA,70435,St. Tammany,30.528114,-90.203913
/LA/St.-Tammany-Parish/SLIDELL/FLEUR-DE-LIS-WINERY/,FLEUR DE LIS WINERY,FLEUR DE LIS WINERY INC.,LA-W-21004,503 MUIRFIELD CT,SLIDELL,LA,70458,St. Tammany Parish,30.239927,-89.784517
/LA/EAST-FELICIANA/CLINTON/CASA-DE-SUE-WINERY/,CASA-DE-SUE WINERY,MANLY A CAZEDESSUS SR.,LA-W-24,14316 HATCHER RD,CLINTON,LA,70722,EAST FELICIANA,30.833673,-90.883066
/LA/EAST-FELICIANA/JACKSON/FELICIANA-CELLARS/,FELICIANA CELLARS,FELICIANA CELLARS WINERY AND VINEYARDS LTD.,LA-W-25,1848 CHARTER ST,JACKSON,LA,70748,EAST FELICIANA,30.836279,-91.213429
/LA/EAST-FELICIANA/COVINGTON/PONTCHARTRAIN-VINEYARDS/,PONTCHARTRAIN VINEYARDS,DISTINCTIVE WINES OF LOUISIANA INC.,LA-W-26,81250 OLD MILITARY RD,COVINGTON,LA,70434,EAST FELICIANA,30.599705,-90.029675
/LA/TANGIPAHOA/INDEPENDENCE/AMATOS-WINERY/,AMATO'S WINERY,AMATO'S WINERY INC.,LA-W-27,12415 W BLACK CAT RD,INDEPENDENCE,LA,70443,TANGIPAHOA,30.606757,-90.508091
/LA/ASCENSION/SAINT-AMANT/ST-AMANT-WINERY-&-SPIRITS-INC/,ST. AMANT WINERY & SPIRITS INC.,ST. AMANT WINERY & SPIRITS INC.,LA-W-31,44459 HIGHWAY 429,SAINT AMANT,LA,70774,ASCENSION,30.22281,-90.855187
/MA/FRANKLIN/COLRAIN/WEST-COUNTY-CIDER/,WEST COUNTY CIDER,JUDITH M. MALONEY,MA-W-15,45 N CATAMOUNT HILL ROAD,COLRAIN,MA,1340,FRANKLIN,42.672622,-72.754085
/MA/HAMPDEN/MONSON/ECHO-HILL-WINERY/,ECHO HILL WINERY,RICHARD J KRUPCZAK,MA-W-15001,101 WILBRAHAM RD,MONSON,MA,1057,HAMPDEN,42.10825,-72.347497
/MA/MIDDLESEX/WINCHESTER/THE-NEIGHBORHOOD-CELLAR/,THE NEIGHBORHOOD CELLAR,ANTHONY NICHOLAS PICCIONE,MA-W-15007,11 BIGELOW AVE,WINCHESTER,MA,1890,MIDDLESEX,42.448973,-71.167653
/MA/HAMPSHIRE/HATFIELD/PIONEER-VALLEY-VINEYARD/,PIONEER VALLEY VINEYARD,PIONEER VALLEY FARM & VINEYARD LLC,MA-W-15008,41 SCHOOL ST,HATFIELD,MA,1038,HAMPSHIRE,42.373741,-72.604691
/MA/SUFFOLK/BOSTON/BOSTON-WINERY/,BOSTON WINERY,BOSTON WINERY LLC,MA-W-15009,26 ERICSSON ST,BOSTON,MA,2122,SUFFOLK,42.291762,-71.04012
/MA/BARNSTABLE/NORTH-TRURO/TRURO-VINEYARDS-OF-CAPE-COD/,TRURO VINEYARDS OF CAPE COD,TRURO VINEYARDS OF CAPE COD LLC,MA-W-15010,11 SHORE RD,NORTH TRURO,MA,2652,BARNSTABLE,42.030255,-70.078349
/MA/HAMPDEN/INDIAN-ORCHARD/LAZY-VALLEY-WINERY/,LAZY VALLEY WINERY,LAZY VALLEY WINERY INC.,MA-W-15012,34-40 FRONT ST,INDIAN ORCHARD,MA,1151,HAMPDEN,42.1604,-72.506078
/MA/ESSEX/HAVERHILL/WILLOW-SPRING-VINEYARDS-LLC/,WILLOW SPRING VINEYARDS LLC,WILLOW SPRING VINEYARDS LLC,MA-W-15016,840 W LOWELL AVE,HAVERHILL,MA,1832,ESSEX,42.77577,-71.140795
/MA/BRISTOL/NEW-BEDFORD/TRAVESSIA/,TRAVESSIA,TRAVESSIA LLC,MA-W-15018,38 BETHEL ST,NEW BEDFORD,MA,2740,BRISTOL,41.636182,-70.923448
/MA/BRISTOL/SOUTH-DARTMOUTH/COASTAL-VINEYARDS/,COASTAL VINEYARDS,DAVID W. NEILSON,MA-W-15019,61 PARDON HILL RD,SOUTH DARTMOUTH,MA,2748,BRISTOL,41.564297,-70.980248
/MA/WORCESTER/SHREWSBURY/Zoll-Cellars/,Zoll Cellars,ZOLL BROTHERS PRIVATE CELLARSLLC,MA-W-15020,110 OLD MILL RD,SHREWSBURY,MA,1545,WORCESTER,42.284037,-71.743343
/MA/HAMPSHIRE/HADLEY/CARRS-CIDERHOUSE/,CARR'S CIDERHOUSE,JONATHAN CARR,MA-W-15024,295 RIVER DR,HADLEY,MA,1035,HAMPSHIRE,42.395381,-72.570845
/MA/FRANKLIN/HAWLEY/HEADWATER-CIDER-INC/,HEADWATER CIDER INC.,HEADWATER CIDER INC.,MA-W-15025,112 FORGET RD,HAWLEY,MA,1339,FRANKLIN,42.58249,-72.860053
/MA/ESSEX/BEVERLY/ISAAKS-OF-SALEM/,ISAAKS OF SALEM,ISAAKS OF SALEM LLC,MA-W-15028,50 R RIVER ST,BEVERLY,MA,1915,ESSEX,42.546375,-70.88625
/MA/DUKES/CHILMARK/ROARING-BROOK-VINEYARDS-&-WINERY/,ROARING BROOK VINEYARDS & WINERY,ROARING BROOK VINEYARDS & WINERY INCORPORATED,MA-W-15029,111 GOSNOLDS WAY,CHILMARK,MA,2535,DUKES,41.374758,-70.740184
/MA/WORCESTER/HARVARD/STILL-RIVER-WINERY/,STILL RIVER WINERY,STILL RIVER WINERY INC.,MA-W-15030,104 BOLTON RD,HARVARD,MA,1451,WORCESTER,42.481882,-71.584075
/MA/ESSEX/ROWLEY/GRAPE-ISLAND/,GRAPE ISLAND,GRAPE ISLAND INC.,MA-W-15031,498 NEWBURYPORT TPKE,ROWLEY,MA,1969,ESSEX,42.727194,-70.903017
/MA/FRANKLIN/NEW-SALEM/QUABBIN-SKY-VINEYARD/,QUABBIN SKY VINEYARD,PHILLIP WILEY,MA-W-15033,8 HUNT RD,NEW SALEM,MA,1355,FRANKLIN,42.461905,-72.364033
/MA/PLYMOUTH/PLYMOUTH/PLYMOUTH-BAY-WINERY/,PLYMOUTH BAY WINERY,PLYMOUTH ROCKS WINE LLC,MA-W-15034,114 WATER ST,PLYMOUTH,MA,2360,PLYMOUTH,41.960079,-70.66598
/MA/MIDDLESEX/NATICK/LOOKOUT-HARD-CIDER/,LOOKOUT HARD CIDER,LOOKOUT HARD CIDER LLC,MA-W-15036,89 PLEASANT ST,NATICK,MA,1760,MIDDLESEX,42.263076,-71.309116
/MA/MIDDLESEX/WALTHAM/KURA-LLC/,KURA LLC,KURA LLC,MA-W-15037,99 W FELTON ST,WALTHAM,MA,2453,MIDDLESEX,42.373519,-71.241363
/MA/WORCESTER/TEMPLETON/THOMAS-MARTIN/,THOMAS MARTIN,THOMAS MARTIN,MA-W-15038,332 OTTER RIVER RD,TEMPLETON,MA,1468,WORCESTER,42.576359,-72.054395
/MA/HAMPDEN/SOUTHWICK/LOT-707/,LOT 707,CARLO P. BONAVITA,MA-W-15039,707 B COLLEGE HWY,SOUTHWICK,MA,1077,HAMPDEN,42.074454,-72.768647
/MA/ESSEX/IPSWICH/RUSSELL-ORCHARDS-INC/,RUSSELL ORCHARDS INC,RUSSELL ORCHARDS INC,MA-W-18,143 ARGILLA RD,IPSWICH,MA,1938,ESSEX,42.661677,-70.803066
/MA/BRISTOL/WESTPORT/WESTPORT-RIVERS-WINERY/,WESTPORT RIVERS WINERY,WESTPORT RIVERS INC.,MA-W-20,417 HIXBRIDGE RD,WESTPORT,MA,2790,BRISTOL,41.568818,-71.061269
/MA/usa/SOUTHAMPTON/BLACK-BIRCH-VINEYARD-LLC/,BLACK BIRCH VINEYARD LLC,BLACK BIRCH VINEYARD LLC,MA-W-20022,155 GLENDALE RD,SOUTHAMPTON,MA,1073,usa,42.271164,-72.717111
/MA/Hampshire/AMHERST/AMHERST-FARM-WINERY-LLC/,AMHERST FARM WINERY LLC,AMHERST FARM WINERY LLC,MA-W-20033,529 BELCHERTOWN RD,AMHERST,MA,1002,Hampshire,42.358683,-72.485733
/MA//MENDON/VANDERVALK-FARM/,VANDERVALK FARM,SUSAN H. VANDERVALK & CORNELIS S. VANDERVALK,MA-W-20047,25 LOVELL ST,MENDON,MA,1756,,42.080577,-71.559291
/MA/Worcester/HARDWICK/HARDWICK-VINEYARD-&-WINERY-LLC/,HARDWICK VINEYARD & WINERY LLC,HARDWICK VINEYARD & WINERY LLC,MA-W-20102,3305 GREENWICH RD,HARDWICK,MA,1037,Worcester,42.325384,-72.245363
/MA/Hampshire/HATFIELD/OTTER-TALE-WINERY/,OTTER TALE WINERY,JONATHAN BENSON,MA-W-20165,18 ELM ST,HATFIELD,MA,1038,Hampshire,42.366845,-72.609572
/MA/Berkshire/PITTSFIELD/BALDERDASH-CELLARS/,BALDERDASH CELLARS,BERKSHIRE WINERY LLC,MA-W-20174,502 EAST ST,PITTSFIELD,MA,1201,Berkshire,42.446898,-73.244254
/MA/USA/BOXFORD/PARKER-RIVER-WINERY-INC/,PARKER RIVER WINERY INC.,PARKER RIVER WINERY INC.,MA-W-20279,21 PEARL RD,BOXFORD,MA,1921,USA,42.704151,-71.05504
/MA/Barnstable/HARWICH/FIRST-CRUSH-WINERY-CAPE-COD-LLC/,FIRST CRUSH WINERY CAPE COD LLC,FIRST CRUSH WINERY CAPE COD LLC,MA-W-20498,527 MAIN ST,HARWICH,MA,2645,Barnstable,41.688275,-70.091677
/MA/Hampshire/HADLEY/MOUNT-WARNER-VINEYARDS/,MOUNT WARNER VINEYARDS,MOUNT WARNER VINEYARDS LLC,MA-W-20508,85 MOUNT WARNER RD,HADLEY,MA,1035,Hampshire,42.372399,-72.569421
/MA/Middlesex/WESTFORD/AARONAP-CELLARS/,AARONAP CELLARS,AARONAP CELLARS LLC,MA-W-20535,28 CARLISLE RD,WESTFORD,MA,1886,Middlesex,42.560566,-71.420439
/MA//CHARLESTOWN/DOWNEAST-CIDER-HOUSE/,DOWNEAST CIDER HOUSE,DOWNEAST CIDER HOUSE LLC,MA-W-20605,200 TERMINAL ST,CHARLESTOWN,MA,2129,,42.383148,-71.049946
/MA/worcester/PRINCETON/BALSAMO-BROTHERS-WINERY/,BALSAMO BROTHERS WINERY,SALVATORE BALSAMO,MA-W-21001,248 WORCESTER RD,PRINCETON,MA,1541,worcester,42.415487,-71.877403
/MA/Franklin/ASHFIELD/BEAR-SWAMP-ORCHARD/,BEAR SWAMP ORCHARD,STEVEN R. GOUGEON AND JENNIFER M. WILLIAMS,MA-W-21002,1209 B HAWLEY RD,ASHFIELD,MA,1330,Franklin,42.553681,-72.83251
/MA//HYANNIS/PALIO-WINERY-INC/,PALIO WINERY INC,PALIO WINERY INC,MA-W-21003,474 MAIN,HYANNIS,MA,2601,,41.651924,-70.286823
/MA/USA/SOUTH-DARTMOUTH/THE-PADANARAM-WINE-COMPANY-INC/,THE PADANARAM WINE COMPANY INC.,THE PADANARAM WINE COMPANY INC.,MA-W-21004,83 HIGH ST,SOUTH DARTMOUTH,MA,2748,USA,41.586441,-70.938023
/MA/Plymouth/EAST-BRIDGEWATER/CN-SMITH-FARM-INC/,C.N. SMITH FARM INC.,C.N. SMITH FARM INC.,MA-W-21005,325 SOUTH ST,EAST BRIDGEWATER,MA,2333,Plymouth,42.007777,-70.942478
/MA/USA/WEST-STOCKBRIDGE/GRAHAM-FARMHOUSE-LLC/,GRAHAM FARMHOUSE LLC,GRAHAM FARMHOUSE LLC,MA-W-21006,7 IRON ORE RD,WEST STOCKBRIDGE,MA,1266,USA,42.348549,-73.371617
/MA/Worcester/SHREWSBURY/BROKEN-CREEK-VINEYARD-LLC/,BROKEN CREEK VINEYARD LLC,BROKEN CREEK VINEYARD LLC,MA-W-21007,614 SOUTH ST,SHREWSBURY,MA,1545,Worcester,42.266868,-71.673816
/MA/BRISTOL/ATTLEBORO/HIGH-LIMB-HARD-CIDER/,HIGH LIMB HARD CIDER,HOMESTEAD HARD CIDER LLC,MA-W-21008,81 WEST ST,ATTLEBORO,MA,2703,BRISTOL,41.952672,-71.296917
/MA//ASHBURNHAM/HILLSIDE-CELLARS/,HILLSIDE CELLARS,KEITH P. KOPLEY,MA-W-21009,28 COREY HILL RD,ASHBURNHAM,MA,1430,,42.632316,-71.92901
/MA/Essex/AMESBURY/HOUSE-BEAR-BREWING-LLC/,HOUSE BEAR BREWING LLC,HOUSE BEAR BREWING LLC,MA-W-21010,36 MAIN ST,AMESBURY,MA,1913,Essex,42.857361,-70.930533
/MA/Suffolk/SOMERVILLE/BANTAM-CIDER-COMPANY/,BANTAM CIDER COMPANY,BANTAM CIDER COMPANY,MA-W-21011,230 SOMERVILLE AVE,SOMERVILLE,MA,2143,Suffolk,42.37807,-71.092168
/MA/Franklin/GREENFIELD/ARTISAN-BEVERAGE-COOPERATIVE/,ARTISAN BEVERAGE COOPERATIVE,ARTISAN BEVERAGE COOPERATIVE,MA-W-21012,324 WELLS ST,GREENFIELD,MA,1301,Franklin,42.602929,-72.608343
/MA/franklin/ASHFIELD/BEAR-MEADOW-FARM/,BEAR MEADOW FARM,RICHARD INTRES,MA-W-21013,926 WATSON-SPRUCE CORNER RD,ASHFIELD,MA,1330,franklin,42.526394,-72.85308
/MA//SPRINGFIELD/ARTIFACT-CIDER/,ARTIFACT CIDER,ARTIFACT LLC,MA-W-21014,270 ALBANY ST,SPRINGFIELD,MA,1105,,42.120638,-72.574443
/MA/Hampden/WESTFIELD/KOSINSKI-FARMS/,KOSINSKI FARMS,GENE M. KOSINSKI,MA-W-21015,420 RUSSELLVILLE RD,WESTFIELD,MA,1085,Hampden,42.189139,-72.762125
/MA//IPSWICH/IPSWICH-CIDER-COMPANY/,IPSWICH CIDER COMPANY,MERCURY BREWING AND DISTRIBUTION COMPANY INC.,MA-W-21016,2 BREWERY PL,IPSWICH,MA,1938,,42.680888,-70.841308
/MA/franklin/ORANGE/HOME-FRUIT-WINE/,HOME FRUIT WINE,LORI D. PERKINS & DAVID R. LECLAIRE,MA-W-21017,382 S MAIN ST,ORANGE,MA,1364,franklin,42.577728,-72.308354
/MA/USA/NORTH-READING/VITTOZZI-WINERY/,VITTOZZI WINERY,MARCO VITTOZZI,MA-W-21018,37 SOUTHWICK RD,NORTH READING,MA,1864,USA,42.572523,-71.119182
/MA//COLRAIN/WEST-COUNTY-CIDER-LLC/,WEST COUNTY CIDER LLC,WEST COUNTY CIDER LLC,MA-W-21019,45 NORTH CATAMOUNT HILL RD,COLRAIN,MA,1340,,42.672622,-72.754085
/MA/Worcester/WESTMINSTER/NEW-ENGLAND-HARD-CIDER-COMPANY/,NEW ENGLAND HARD CIDER COMPANY,WACHUSETT BREWING COMPANY INC.,MA-W-21020,175 STATE ROAD EAST,WESTMINSTER,MA,1473,Worcester,42.558627,-71.871529
/MA//SHERBORN/STORMALONG-CIDER-LLC/,STORMALONG CIDER LLC,STORMALONG CIDER LLC,MA-W-21021,12 SEWALL BROOK LN,SHERBORN,MA,1770,,42.231425,-71.362237
/MA/Essex/IPSWICH/1634-MEADERY/,1634 MEADERY,DANIEL CLAPP,MA-W-21022,3 SHORT ST,IPSWICH,MA,1938,Essex,42.684433,-70.843706
/MA/HAMPSHIRE/HAYDENVILLE/VALLEY-VIEW-FARM-LLC/,VALLEY VIEW FARM LLC,VALLEY VIEW FARM LLC,MA-W-21023,16 WALPOLE RD,HAYDENVILLE,MA,1039,HAMPSHIRE,42.376672,-72.709561
/MA/WORCESTER/BLACKSTONE/CRAVE-MEAD/,CRAVE MEAD,CRAVE MEAD LLC,MA-W-21024,7 MAIN ST,BLACKSTONE,MA,1504,WORCESTER,42.015845,-71.528584
/MA/Hampshire/FLORENCE/GODARDS-RED-HEN-FARM-LLC/,GODARD'S RED HEN FARM LLC,GODARD'S RED HEN FARM LLC,MA-W-21025,592 SYLVESTER RD,FLORENCE,MA,1062,Hampshire,42.330095,-72.720123
/MA/Worcester/LANCASTER/HILLSIDE-CELLARS/,HILLSIDE CELLARS,KEITH P. KOPLEY,MA-W-21026,339 7 BRIDGE RD,LANCASTER,MA,1523,Worcester,42.459326,-71.652578
/MA//WOBURN/IYI/,IYI,BOSTON HELIOS INC,MA-W-21027,5 CONN ST,WOBURN,MA,1801,,42.469998,-71.148096
/MA/Norfolk/FRANKLIN/LA-CANTINA-WINERY-COMPANY/,LA CANTINA WINERY COMPANY,LA CANTINA WINERY COMPANY,MA-W-21028,355 UNION ST,FRANKLIN,MA,2038,Norfolk,42.076342,-71.403784
/MA/Hampshire/WESTHAMPTON/OUTLOOK-FARM-WINERY/,OUTLOOK FARM WINERY,JEFFREY D. MORSE AND BRADFORD K. MORSE,MA-W-21029,136 MAIN RD,WESTHAMPTON,MA,1027,Hampshire,42.287437,-72.761381
/MA/Franklin/NORTHFIELD/CAMERONS-WINERY-LLC/,CAMERON'S WINERY LLC,CAMERON'S WINERY LLC,MA-W-21030,105 MAIN ST,NORTHFIELD,MA,1360,Franklin,42.698552,-72.454122
/MA/Hampden/MONSON/QUEEN-BEE-VINEYARD-INC/,QUEEN BEE VINEYARD INC.,QUEEN BEE VINEYARD INC.,MA-W-21031,173 MOULTON HILL RD,MONSON,MA,1057,Hampden,42.044657,-72.289443
/MA/Plymouth/PLYMOUTH/1620-WINERY-CORPORATION/,1620 WINERY CORPORATION,1620 WINERY CORPORATION,MA-W-21032,170 WATER ST,PLYMOUTH,MA,2360,Plymouth,41.962291,-70.669175
/MA/Essex/AMESBURY/CIDER-HILL-CELLARS/,CIDER HILL CELLARS,CTO/CHF PARTNERS GLENN LAWRENCE COOK AND KAREN COOK,MA-W-21033,45 FERN AVE,AMESBURY,MA,1913,Essex,42.875044,-70.926377
/MA//OAKHAM/AGRONOMY-FARM-VINEYARD/,AGRONOMY FARM VINEYARD,AGRONOMY FARM VINEYARD LLC,MA-W-21034,338 WARE CORNER RD,OAKHAM,MA,1068,,42.347965,-72.036207
/MA//NORTH-ADAMS/DEMARSICOS-WINE-CELLAR-LLC/,DEMARSICOS WINE CELLAR LLC,DEMARSICOS WINE CELLAR LLC,MA-W-21035,28 MARSHALL ST,NORTH ADAMS,MA,1247,,42.699462,-73.113678
